City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Kenai,US,60.5544,-151.2583,61.03,77,0,24.16,clear sky
348,Camocim,BR,-2.9022,-40.8411,75.63,84,2,11.16,clear sky
349,Miri,MY,4.4148,114.0089,75.9,92,100,10.36,overcast clouds
350,Morehead,US,37.2711,-87.1764,74.98,97,0,0.0,clear sky
351,Hasaki,JP,35.7333,140.8333,81.28,70,100,6.89,overcast clouds
352,Yei,SS,4.095,30.6779,65.01,93,67,2.57,broken clouds
353,Derzhavinsk,KZ,51.1,66.3167,72.45,39,88,13.15,overcast clouds
354,Talcahuano,CL,-36.7167,-73.1167,51.48,93,100,0.0,light rain
355,Manyoni,TZ,-5.7467,34.8382,55.2,81,82,4.09,broken clouds
356,Havoysund,NO,70.9963,24.6622,52.03,72,3,8.23,clear sky
357,The Valley,AI,18.217,-63.0578,82.81,78,59,22.39,broken clouds
358,Wronki,PL,52.7105,16.3804,63.61,90,98,8.99,overcast clouds
359,Uvarovo,RU,51.9849,42.2615,71.31,56,4,6.98,clear sky
360,Balkhash,KZ,46.844,74.9804,72.21,37,0,20.13,clear sky
361,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,68.59,68,20,13.42,few clouds
362,Medea,DZ,36.2642,2.7539,72.5,30,0,3.6,clear sky
363,Jumla,NP,29.2747,82.1838,70.03,77,100,3.22,overcast clouds
364,Upernavik,GL,72.7868,-56.1549,38.16,96,64,9.46,broken clouds
365,Kichera,RU,55.9375,110.0997,52.61,85,95,9.73,light rain
366,Prince Rupert,CA,54.3161,-130.3201,57.69,92,100,2.77,overcast clouds
367,Finca Blanco,PA,8.3833,-82.8667,75.24,93,100,2.46,overcast clouds
368,Tomatlan,MX,19.9333,-105.25,77.07,95,100,1.48,overcast clouds
369,Iskateley,RU,67.6803,53.1512,65.86,68,99,10.4,overcast clouds
370,Ponta Delgada,PT,37.7333,-25.6667,72.32,94,75,2.3,light intensity shower rain
371,Nova Serrana,BR,-19.8761,-44.9836,65.44,42,3,1.28,clear sky
372,Cooma,AU,-36.2333,149.1333,45.32,72,69,11.97,broken clouds
373,Awjilah,LY,29.1081,21.2869,78.12,41,0,6.49,clear sky
374,Sarh,TD,9.1429,18.3923,70.61,97,95,3.27,overcast clouds
375,Morondava,MG,-20.2833,44.2833,64.26,78,0,5.53,clear sky
376,Solnechnyy,RU,50.7214,136.6319,67.62,99,100,5.19,overcast clouds
377,Poshekhonye,RU,58.4993,39.1353,68.31,71,60,4.27,broken clouds
378,Bilibino,RU,68.0546,166.4372,53.29,51,94,13.47,overcast clouds
379,Oktyabrskoye,RU,43.0645,44.7417,64.54,100,98,0.0,overcast clouds
380,San Patricio,US,28.017,-97.5169,84.06,67,99,13.42,overcast clouds
381,Chapleau,CA,47.8405,-83.4034,59.72,78,3,7.4,clear sky
382,Muzhi,RU,65.3667,64.6667,71.22,59,51,12.82,broken clouds
383,Suntar,RU,62.1444,117.6319,57.94,63,99,11.95,overcast clouds
384,Camacha,PT,33.0833,-16.3333,67.42,83,75,11.5,broken clouds
385,Atlantic City,US,39.3643,-74.4229,77.99,82,0,4.61,clear sky
386,Barabash,RU,43.2,131.4833,86.16,58,69,7.43,broken clouds
387,Winnemucca,US,40.973,-117.7357,69.85,73,75,13.8,broken clouds
388,Tiruchchendur,IN,8.4833,78.1167,81.81,67,100,10.25,overcast clouds
389,Kloulklubed,PW,7.0419,134.2556,84.7,74,95,10.27,overcast clouds
390,Oruro,BO,-17.9833,-67.15,41.11,67,64,5.68,broken clouds
391,Nong Ki,TH,14.6868,102.538,76.05,86,100,7.87,overcast clouds
392,Sembe,CG,1.6481,14.5806,68.92,99,86,3.51,overcast clouds
393,Margate,GB,51.3813,1.3862,59.7,76,97,3.18,overcast clouds
394,Haines Junction,CA,60.7522,-137.5108,51.8,84,100,5.64,overcast clouds
395,Bull Savanna,JM,17.8868,-77.5902,76.66,83,74,4.88,broken clouds
396,Juegang,CN,32.3174,121.1855,94.14,59,94,1.45,overcast clouds
397,Manavalakurichi,IN,8.1333,77.3,80.51,74,100,16.55,overcast clouds
398,Portales,US,34.1862,-103.3344,82.76,38,57,8.72,broken clouds
399,Havelock,US,34.8791,-76.9013,84.18,90,47,5.64,scattered clouds
400,Kununurra,AU,-15.7667,128.7333,87.78,19,100,10.36,overcast clouds
401,Kapit,MY,2.0167,112.9333,79.45,86,100,3.65,overcast clouds
402,Ambon,ID,-3.6954,128.1814,77.14,94,40,3.44,scattered clouds
403,Chamrajnagar,IN,11.9167,76.95,74.88,77,99,16.35,overcast clouds
404,Klyuchi,RU,52.2667,79.1667,73.63,36,0,9.26,clear sky
405,French Harbor,HN,16.35,-86.4333,77.0,94,100,13.8,overcast clouds
406,Beyneu,KZ,45.3167,55.2,84.65,24,38,11.95,scattered clouds
407,Mayo,US,38.8876,-76.5119,75.31,93,0,1.01,clear sky
408,Necochea,AR,-38.5473,-58.7368,40.84,77,80,6.85,broken clouds
409,Dubai,AE,25.2582,55.3047,96.73,49,7,3.44,clear sky
410,Belen,TR,36.4891,36.2233,73.54,83,0,20.71,clear sky
411,Baruun-Urt,MN,46.6806,113.2792,66.52,72,98,16.24,overcast clouds
412,Ahipara,NZ,-35.1667,173.1667,60.1,78,80,8.32,broken clouds
413,Hamilton,US,39.1834,-84.5333,75.99,92,40,1.01,scattered clouds
414,Nipawin,CA,53.3668,-104.0009,46.11,91,56,6.76,broken clouds
415,Gat,IL,31.61,34.7642,78.4,100,0,1.43,clear sky
416,Pafos,CY,34.7667,32.4167,73.18,68,20,8.05,few clouds
417,Ambilobe,MG,-13.2,49.05,64.13,76,60,2.75,broken clouds
418,Hirara,JP,24.8,125.2833,89.87,70,75,13.8,broken clouds
419,Bolu,TR,40.6667,31.5833,64.78,88,17,2.84,few clouds
420,Korcula,HR,42.9622,17.1369,78.49,65,0,3.83,clear sky
421,Mahibadhoo,MV,3.7833,72.9667,82.29,76,100,15.48,overcast clouds
422,Ekhabi,RU,53.5102,142.9671,60.53,74,58,23.02,broken clouds
423,Bosobolo,CD,4.1833,19.9,68.74,98,96,2.3,light rain
424,Wagar,SD,16.1525,36.2032,77.11,75,94,15.88,overcast clouds
425,Gewane,ET,10.1664,40.6453,79.68,61,81,4.27,broken clouds
426,Hambantota,LK,6.1241,81.1185,82.62,69,100,19.19,overcast clouds
427,Wajima,JP,37.4,136.9,84.31,72,98,7.92,overcast clouds
428,Dubovskoye,RU,47.4092,42.7575,76.8,37,99,6.17,overcast clouds
429,Lufilufi,WS,-13.8745,-171.5986,81.01,68,12,13.71,few clouds
430,Bengkulu,ID,-3.8004,102.2655,83.12,64,8,3.85,clear sky
431,Esso,RU,55.9333,158.7,75.11,51,18,4.27,few clouds
432,Estelle,US,29.8458,-90.1067,81.0,81,13,1.01,few clouds
433,Pa Sang,TH,18.5262,98.9394,86.02,50,93,1.7,overcast clouds
434,Neyshabur,IR,36.2133,58.7958,77.34,24,0,1.66,clear sky
435,Poum,NC,-20.2333,164.0167,75.88,81,15,7.83,few clouds
436,Sorong,ID,-0.8833,131.25,80.51,80,91,6.96,overcast clouds
437,Huangpi,CN,30.8845,114.3779,96.66,46,1,8.68,clear sky
438,Nusaybin,TR,37.0778,41.2178,90.32,27,6,6.08,clear sky
439,Skjervoy,NO,70.0311,20.9714,51.8,74,8,10.04,clear sky
440,Colesberg,ZA,-30.72,25.0972,45.75,53,49,2.21,scattered clouds
441,Komsomolskiy,UZ,40.4272,71.7189,88.68,21,0,7.29,clear sky
442,Lompoc,US,34.6391,-120.4579,64.54,88,100,9.22,overcast clouds
443,Isla Vista,US,34.4133,-119.861,74.91,71,0,3.44,clear sky
444,Buala,SB,-8.145,159.5921,86.07,64,92,7.9,overcast clouds
445,Yangliuqing,CN,39.1375,116.9997,87.75,44,80,8.16,broken clouds
446,Yankton,US,42.8711,-97.3973,82.65,69,0,11.5,clear sky
447,Quatre Cocos,MU,-20.2078,57.7625,69.1,64,4,8.16,clear sky
448,Chulman,RU,56.8479,124.9104,47.71,98,100,14.03,moderate rain
449,Jalu,LY,29.0331,21.5482,78.15,41,0,6.51,clear sky
450,Port Augusta,AU,-32.5,137.7667,63.79,36,11,15.88,few clouds
451,Ler,SS,8.3018,30.1418,71.17,96,100,2.95,light rain
452,Deputatskiy,RU,69.3,139.9,52.79,66,100,4.88,light rain
453,Kijang,KR,35.2442,129.2139,92.93,64,66,12.68,broken clouds
454,Mayumba,GA,-3.432,10.6554,67.91,91,17,5.3,few clouds
455,Gayeri,BF,12.6497,0.4931,73.67,90,93,6.58,overcast clouds
456,Balaguer,ES,41.7912,0.8109,70.43,59,6,2.84,clear sky
457,Basoko,CD,1.2391,23.616,73.47,87,100,3.38,overcast clouds
458,Xining,CN,36.6167,101.7667,78.8,56,47,3.42,scattered clouds
459,Huaral,PE,-11.495,-77.2078,61.54,82,82,3.47,broken clouds
460,Touros,BR,-5.1989,-35.4608,71.58,90,9,10.25,clear sky
461,Waipawa,NZ,-41.4122,175.5153,55.62,74,100,15.77,moderate rain
462,Atasu,KZ,48.6814,71.6433,70.74,31,87,17.69,overcast clouds
463,Ust-Kuyga,RU,70.0167,135.6,60.48,50,100,13.27,overcast clouds
464,Goderich,CA,43.7501,-81.7165,71.91,91,0,10.78,clear sky
465,Hofn,IS,64.2539,-15.2082,52.0,73,97,4.72,light rain
466,Ongandjera,NA,-17.8833,15.0667,62.13,36,0,7.49,clear sky
467,Hami,CN,42.8,93.45,92.46,19,9,5.41,clear sky
468,Padang,ID,-0.9492,100.3543,84.25,63,16,4.12,few clouds
469,Maceio,BR,-9.6658,-35.7353,71.04,94,75,3.44,broken clouds
470,Itacare,BR,-14.2775,-38.9967,70.3,87,26,3.33,scattered clouds
471,Warrington,GB,53.3925,-2.5802,52.27,87,31,3.24,scattered clouds
472,La Palma,US,33.8464,-118.0467,83.34,70,0,9.22,clear sky
473,Araouane,ML,18.9048,-3.5265,91.99,39,40,10.49,scattered clouds
474,Ledyard,US,41.4398,-72.0142,78.19,79,0,4.61,clear sky
475,Salalah,OM,17.0151,54.0924,77.09,100,100,6.91,light intensity drizzle
476,Hargeysa,SO,9.56,44.065,68.97,57,23,27.72,few clouds
477,Khandyga,RU,62.6667,135.6,74.16,51,100,6.96,overcast clouds
478,Port Moresby,PG,-9.4431,147.1797,82.51,77,98,11.54,overcast clouds
479,Nikki,BJ,9.9401,3.2108,69.19,86,92,3.51,overcast clouds
480,Qasigiannguit,GL,68.8193,-51.1922,44.85,99,100,2.93,moderate rain
481,Kushmurun,KZ,52.4503,64.6311,72.07,55,7,9.78,clear sky
482,Vilhena,BR,-12.7406,-60.1458,72.0,51,94,0.54,overcast clouds
483,Makoshyne,UA,51.46,32.3396,65.14,87,7,6.04,clear sky
484,Ahmadpur,IN,18.7,76.9333,75.72,86,97,8.25,overcast clouds
485,Divnomorskoye,RU,44.5011,38.1353,74.32,74,0,2.53,clear sky
486,Vilyuysk,RU,63.7553,121.6247,53.15,84,100,9.95,overcast clouds
487,Imeni Poliny Osipenko,RU,52.4201,136.4853,61.29,98,100,3.94,light rain
488,Badhni Kalan,IN,30.6833,75.2833,86.99,71,34,9.1,scattered clouds
489,Fomboni,KM,-12.28,43.7425,75.69,69,19,13.71,few clouds
490,Ugoofaaru,MV,5.6667,73.0,80.94,81,96,16.46,overcast clouds
491,Tsogni,GA,-2.7942,10.0988,67.14,90,4,5.41,clear sky
492,Tetouan,MA,35.5711,-5.3724,72.03,92,18,1.14,few clouds
493,Along,IN,28.1667,94.7667,90.72,59,41,2.13,scattered clouds
494,Charleston,US,32.7766,-79.9309,82.02,91,0,5.75,clear sky
495,Ahuimanu,US,21.4447,-157.8378,83.91,75,75,8.05,broken clouds
496,Codrington,AU,-38.2667,141.9667,55.9,72,52,6.31,broken clouds
497,Ust-Tsilma,RU,65.441,52.1498,69.8,73,71,4.61,broken clouds
498,Vanavara,RU,60.34,102.2797,51.8,84,96,8.37,light rain
499,Pangkalanbuun,ID,-2.6833,111.6167,89.33,50,82,3.71,broken clouds
500,Frontera,MX,26.9333,-101.45,87.12,32,3,17.25,clear sky
501,Capreol,CA,46.706,-80.9225,58.55,75,0,3.0,clear sky
502,Tateyama,JP,34.9833,139.8667,78.17,71,100,4.16,overcast clouds
503,Kemijarvi,FI,66.7131,27.4306,57.7,97,100,2.26,overcast clouds
504,Colomi,BO,-17.35,-65.8667,50.47,89,89,4.36,overcast clouds
505,Balaipungut,ID,1.05,101.2833,88.02,52,34,3.62,scattered clouds
506,Gunjur,GM,13.2019,-16.7339,78.66,85,99,11.59,light rain
507,Hailey,US,43.5196,-114.3153,67.87,78,75,8.05,broken clouds
508,Zaragoza,ES,41.6561,-0.8773,73.02,65,0,12.66,clear sky
509,Nuevo Laredo,MX,27.4763,-99.5164,88.07,51,0,18.41,clear sky
510,Urengoy,RU,65.9667,78.3667,60.48,71,100,7.61,overcast clouds
511,Ankola,IN,14.6667,74.3,78.66,89,100,12.97,light rain
512,Belmonte,BR,-15.8631,-38.8828,71.71,83,22,7.96,few clouds
513,Carutapera,BR,-1.195,-46.02,75.4,88,5,6.62,clear sky
514,Taoudenni,ML,22.6783,-3.9836,97.11,15,37,9.33,scattered clouds
515,Chumikan,RU,54.7183,135.315,53.47,97,100,23.47,moderate rain
516,Mitsamiouli,KM,-11.3847,43.2844,73.36,69,2,2.24,clear sky
517,Itatiaia,BR,-22.4961,-44.5633,63.28,92,91,2.89,overcast clouds
518,San Ramon De La Nueva Oran,AR,-23.1322,-64.326,56.75,68,65,2.44,broken clouds
519,Velyka Lepetykha,UA,47.1757,33.9436,71.78,76,21,10.38,few clouds
520,Mattru,SL,7.6244,-11.8332,71.78,94,100,2.35,overcast clouds
521,Kampene,CD,-3.6,26.6667,67.6,68,57,1.9,broken clouds
522,Sangueya,GN,10.7,-14.3667,72.86,98,100,3.13,overcast clouds
523,Aksarka,RU,66.5606,67.7975,68.95,60,46,8.37,scattered clouds
524,Suicheng,CN,33.8963,117.9331,93.16,63,53,5.35,broken clouds
525,Novo Aripuana,BR,-5.1206,-60.3797,75.38,66,20,2.73,few clouds
526,Witu,KE,-2.3889,40.4382,73.56,72,39,11.86,scattered clouds
527,Kalmunai,LK,7.4167,81.8167,85.77,51,100,6.73,overcast clouds
528,Chiang Klang,TH,19.2938,100.8617,76.14,99,100,2.06,overcast clouds
529,Ust-Koksa,RU,50.2696,85.6108,65.64,63,3,1.3,clear sky
530,Mehran,IR,33.1222,46.1646,104.13,15,0,2.75,clear sky
531,Itarema,BR,-2.9248,-39.9167,76.01,85,1,11.27,clear sky
532,Mackay,AU,-21.15,149.2,82.69,82,9,9.15,clear sky
533,Saint-Augustin,CA,51.226,-58.6502,59.94,51,18,9.86,few clouds
534,Ornskoldsvik,SE,63.2909,18.7153,56.35,71,100,8.05,overcast clouds
535,Gijon,ES,43.5357,-5.6615,66.99,85,99,5.99,overcast clouds
536,Baijiantan,CN,45.6333,85.1833,89.78,19,64,9.73,broken clouds
537,Parintins,BR,-2.6283,-56.7358,74.57,78,29,2.93,scattered clouds
538,Ararangua,BR,-28.9347,-49.4858,55.22,75,100,5.3,overcast clouds
539,Sur,OM,22.5667,59.5289,89.94,56,98,2.33,overcast clouds
540,Canton,CN,23.1167,113.25,91.35,56,63,8.32,broken clouds
541,Ous,RU,60.9058,61.5186,74.57,49,96,7.05,overcast clouds
542,Ucluelet,CA,48.9329,-125.5528,64.09,79,1,8.25,clear sky
543,Catamarca,AR,-28.4696,-65.7852,60.78,46,0,4.0,clear sky
544,Yar-Sale,RU,66.8333,70.8333,67.21,63,53,13.6,broken clouds
545,Sistranda,NO,63.7256,8.834,49.96,83,100,21.7,overcast clouds
546,Sioux Lookout,CA,50.1001,-91.917,68.83,91,74,12.35,broken clouds
547,Bulle,CH,46.6195,7.0567,63.79,83,100,3.0,overcast clouds
548,Jam Sahib,PK,26.2958,68.6292,82.42,69,100,8.43,overcast clouds
549,Tharad,IN,24.3961,71.6267,86.5,69,96,6.08,overcast clouds
550,Comodoro Rivadavia,AR,-45.8667,-67.5,40.86,75,75,9.22,light rain
551,La Ronge,CA,55.1001,-105.2842,52.05,82,85,3.44,overcast clouds
552,Songea,TZ,-10.6833,35.65,51.53,82,33,2.64,scattered clouds
553,Rio Branco,BR,-9.9747,-67.81,72.21,94,100,0.0,fog
554,Lubu,CN,23.1742,112.2809,88.68,67,68,6.24,broken clouds
555,Forst,DE,51.7333,14.6333,61.86,79,100,8.63,overcast clouds
556,Chifeng,CN,42.2683,118.9636,90.55,31,98,2.44,overcast clouds
557,Sampit,ID,-2.5333,112.95,87.51,56,86,4.12,overcast clouds
558,Paamiut,GL,61.994,-49.6678,44.11,97,100,2.19,light rain
559,Diffa,NE,13.3154,12.6113,77.58,67,41,7.0,scattered clouds
560,Kutum,SD,14.2,24.6667,75.79,63,98,6.96,overcast clouds
561,Baykit,RU,61.67,96.37,59.22,58,100,4.94,overcast clouds
562,Grand-Santi,GF,4.25,-54.3833,70.84,96,83,2.37,broken clouds
563,Yongan,CN,39.6957,113.6871,90.07,42,46,7.14,scattered clouds
564,Trincomalee,LK,8.5711,81.2335,82.83,69,100,23.2,overcast clouds
565,Linhai,CN,28.85,121.1167,104.94,30,86,2.48,overcast clouds
566,Mamallapuram,IN,12.6264,80.1722,84.25,66,100,11.36,overcast clouds
567,Aripuana,BR,-9.1667,-60.6333,79.29,50,75,0.43,broken clouds
568,Praia Da Vitoria,PT,38.7333,-27.0667,73.76,97,91,7.02,light rain
569,Nyuksenitsa,RU,60.4128,44.2397,69.64,64,22,4.38,few clouds
570,Luorong,CN,24.4058,109.6086,86.23,69,92,4.85,overcast clouds
571,Leh,IN,34.1667,77.5833,64.72,55,82,6.42,broken clouds
572,Barra,BR,-11.0894,-43.1417,75.74,60,37,8.41,scattered clouds
573,Pontes E Lacerda,BR,-15.2261,-59.3353,75.24,50,97,1.92,overcast clouds
574,Wegrow,PL,52.3995,22.0163,66.9,69,44,6.35,scattered clouds
575,Laguna,US,38.421,-121.4238,81.45,66,0,10.36,clear sky
576,Huarmey,PE,-10.0681,-78.1522,62.01,86,63,10.18,broken clouds
577,Port Hardy,CA,50.6996,-127.4199,60.98,72,40,8.05,scattered clouds
578,Hulan Ergi,CN,47.2042,123.6333,84.83,40,77,9.44,broken clouds
579,Jacqueville,CI,5.2052,-4.4146,74.7,74,61,8.37,broken clouds
580,Vestmannaeyjar,IS,63.4427,-20.2734,53.47,96,100,8.68,overcast clouds
581,Luena,AO,-11.7833,19.9167,52.77,46,69,4.23,broken clouds
582,Shangzhi,CN,45.2167,127.9667,82.53,60,4,11.25,clear sky
583,Codajas,BR,-3.8367,-62.0569,75.83,70,48,2.33,scattered clouds
584,Sankt Wendel,DE,49.4667,7.1667,55.85,53,46,6.11,scattered clouds
585,San Quintin,MX,30.4833,-115.95,70.92,87,13,14.5,few clouds
586,Dobele,LV,56.625,23.2786,68.23,84,63,7.54,broken clouds
587,Sao Joao Da Barra,BR,-21.6403,-41.0511,69.69,82,1,17.36,clear sky
588,Port Hedland,AU,-20.3167,118.5667,78.85,19,0,16.11,clear sky
589,Tobane,BW,-21.95,27.9,58.78,52,0,0.67,clear sky
590,Bubaque,GW,11.2833,-15.8333,79.29,82,100,11.79,overcast clouds
591,Westerly,US,41.3776,-71.8273,78.66,88,0,4.61,clear sky
592,Manggar,ID,-2.8833,108.2667,83.35,67,100,8.61,overcast clouds
593,Harlingen,US,26.1906,-97.6961,84.29,91,87,11.05,overcast clouds
594,Beringovskiy,RU,63.05,179.3167,52.84,75,81,11.45,broken clouds
595,Iquique,CL,-20.2208,-70.1431,59.04,84,90,0.67,overcast clouds
596,Barsovo,RU,61.1667,73.1667,69.93,69,100,7.05,overcast clouds
597,Kurilsk,RU,45.2333,147.8833,60.22,64,35,3.56,scattered clouds
598,College,US,64.8569,-147.8028,56.07,80,75,8.05,broken clouds
599,Kalianget,ID,-7.05,113.9333,83.46,60,76,2.73,broken clouds
600,Banda Aceh,ID,5.5577,95.3222,85.53,62,99,11.36,moderate rain
601,Umba,RU,66.6871,34.3429,59.5,91,100,9.26,overcast clouds
602,Bugene,TZ,-1.5911,31.1403,61.41,66,88,1.92,overcast clouds
603,Anadyr,RU,64.75,177.4833,63.1,45,40,11.18,scattered clouds
604,Dongsheng,CN,39.8161,109.9776,87.57,41,80,13.87,broken clouds
605,Kunming,CN,25.0389,102.7183,69.73,78,40,6.71,scattered clouds
606,Otradnoye,RU,59.7775,30.8181,71.96,75,77,6.89,broken clouds
607,Meadow Lake,US,34.8014,-106.5436,79.36,55,100,3.51,overcast clouds
608,Yatou,CN,37.15,122.3833,91.53,63,39,6.87,scattered clouds
609,Katobu,ID,-4.9408,122.5276,86.74,53,67,4.36,broken clouds
610,Visby,SE,57.6409,18.296,59.22,77,75,18.41,broken clouds
611,Wattegama,LK,6.7989,81.4808,85.64,51,100,9.33,overcast clouds
612,Arlit,NE,18.7369,7.3853,88.02,39,52,3.62,broken clouds
613,Mumbwa,ZM,-14.9783,27.0619,56.08,48,0,3.94,clear sky
614,Yerofey Pavlovich,RU,53.9667,121.9667,68.79,42,100,10.67,overcast clouds
615,Tigzirt,DZ,36.8886,4.1198,76.91,64,0,6.42,clear sky
616,Muros,ES,42.7762,-9.0603,69.1,76,73,8.66,broken clouds
617,Peniche,PT,39.3558,-9.3811,66.11,93,53,6.02,broken clouds
618,Mandiana,GN,10.6333,-8.6833,72.64,91,99,6.38,light rain
619,Beloha,MG,-25.1667,45.05,65.19,79,89,6.55,overcast clouds
620,Nalut,LY,30.3333,10.85,77.67,47,0,9.78,clear sky
621,Rawson,AR,-43.3002,-65.1023,39.4,81,12,12.24,few clouds
622,Puerto Ayacucho,VE,5.6639,-67.6236,74.64,96,100,2.62,overcast clouds
623,Harbour Breton,CA,47.4833,-55.7983,64.17,99,100,6.76,overcast clouds
624,Lexington,US,37.9887,-84.4777,75.2,87,100,6.91,overcast clouds
625,Qidong,CN,31.8128,121.6561,92.91,60,50,2.26,scattered clouds
626,Batagay-Alyta,RU,67.8006,130.4114,46.11,89,100,4.94,moderate rain
627,Moron,AR,-34.6534,-58.6198,55.15,81,0,4.21,clear sky
628,Cervo,ES,43.6702,-7.4101,66.56,80,100,18.14,overcast clouds
629,San Pedro,PH,14.35,121.0167,83.43,78,75,10.36,broken clouds
630,Mfou,CM,3.7159,11.6427,67.3,98,100,3.27,overcast clouds
631,Chateaubelair,VC,13.2833,-61.25,78.96,81,21,13.09,few clouds
632,Kalashnikovo,RU,57.2824,35.2262,67.26,72,33,3.49,scattered clouds
633,Agadez,NE,19.75,10.25,89.01,18,23,7.96,few clouds
634,Moreira Sales,BR,-24.0622,-53.0069,58.05,70,35,3.31,scattered clouds
635,San Carlos Del Zulia,VE,9.0,-71.9135,75.42,93,100,3.89,overcast clouds
636,Isabela,PH,6.7085,121.9711,87.85,64,77,3.56,broken clouds
637,Tessalit,ML,20.1986,1.0114,88.59,38,46,7.63,scattered clouds
638,Alamogordo,US,32.8995,-105.9603,87.15,48,20,4.61,few clouds
639,Pokhara,NP,28.2333,83.9833,79.39,77,100,1.7,overcast clouds
640,Heishan,CN,41.6892,122.1128,88.79,62,98,4.61,overcast clouds
641,Naron,ES,43.5167,-8.1528,67.05,78,65,15.39,broken clouds
642,Staryy Nadym,RU,65.6118,72.6842,65.41,64,88,7.67,overcast clouds
643,Bandundu,CD,-3.3167,17.3667,78.13,60,20,7.43,few clouds
644,Fort Smith,US,35.3859,-94.3986,87.84,70,100,5.75,overcast clouds
645,Mehamn,NO,71.0357,27.8492,53.55,76,62,6.91,broken clouds
646,Scarborough,GB,54.2797,-0.4044,49.91,84,55,1.99,broken clouds
647,Aranos,NA,-24.1333,19.1167,54.32,28,14,10.36,few clouds
648,Kamina,CD,-8.7386,24.9906,58.98,47,37,4.63,scattered clouds
649,Jishou,CN,28.3167,109.7167,89.82,61,23,5.64,few clouds
650,Puteyets,RU,65.1716,57.091,71.4,64,71,4.63,broken clouds
651,Jaru,BR,-10.4389,-62.4664,78.64,58,100,3.89,overcast clouds
652,Abu Dhabi,AE,24.4667,54.3667,95.11,67,2,5.75,clear sky
653,Mafinga,TZ,-7.25,35.0667,58.08,66,78,3.89,broken clouds
654,Kapoeta,SS,4.7717,33.5903,75.24,56,82,7.87,broken clouds
655,Shirokiy,RU,49.758,129.523,75.22,67,79,11.23,broken clouds
656,Byron Bay,AU,-28.65,153.6167,72.95,52,82,6.42,broken clouds
657,Quang Ngai,VN,15.1167,108.8,89.49,58,97,4.65,overcast clouds
658,Radchenko,RU,56.6803,36.3718,68.79,69,7,4.18,clear sky
659,Vila Franca Do Campo,PT,37.7167,-25.4333,70.21,91,100,7.09,light rain
660,Rabo De Peixe,PT,37.8,-25.5833,69.31,100,75,3.44,light intensity shower rain
661,Aksha,RU,50.2814,113.2867,69.8,39,94,9.91,overcast clouds
662,Banjar,ID,-8.19,114.9675,88.61,48,55,1.79,broken clouds
663,Moussoro,TD,13.6408,16.4901,77.95,77,100,10.85,light rain
664,Filadelfia,US,39.9523,-75.1638,80.02,81,40,5.75,scattered clouds
